Year,Set,Exam Code,Source File,Chapter,Question Number,Question Type,Question Text
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,6,MCQ,"6. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) The moon was coming up in the east, behind me, and stars were shining in the clear sky above me. There wasn’t a cloud in the sky. I was happy to be alone high up above the sleeping countryside. I was flying my old Dakota aeroplane over France back to England. I was dreaming of my holiday and looking forward to being with my family. I looked at my watch: one thirty in the morning. (Two Stories About Flying) (i) What time of the day is the above extract set in ? 1 (A) dawn (B) afternoon (C) night (D) dusk (ii) State any one inference about the writer from the given context. 1 “I was looking forward to being with my family.” (iii) Fill in the blank with the correct word from the brackets. The use of the phrase ‘clear sky’ adds to a sense of ___________ (favourable/flavourful) weather conditions. 1 (iv) How does the serene atmosphere described by the narrator contribute to the mood and "
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,7,MCQ,"7. Read the following extracts and answer the questions for any one of the given two, (a) or (b) : 5 (a) The way a crow Shook down on me The dust of snow From a hemlock tree Has given my heart A change of mood (Dust of Snow) (i) Fill the blank to complete the sentence. 1 Shaking down of dust of snow gave the speaker a change of heart by ___________. (ii) How does the interaction between the natural elements (crow, snow, hemlock tree) contribute to the speaker’s emotional transformation in the poem ? Answer in about 40 words. 2 (iii) ‘Dust of Snow’ is referred to as : 1 (A) mist (B) dust of branches (C) snow residue (D) snowflakes (iv) The crow and the hemlock tree represent ___________. 1"
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,1,General,1. sorrow 2. elation
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,3,General,3. hope 4. anxiety
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,5,MCQ,"5. enthusiasm (A) 1 only (B) 2, 3 and 5 (C) 4 only (D) 1, 4 and 5 OR (b) Don’t bite your nails, Amanda! Don’t hunch your shoulders, Amanda! Stop that slouching and sit up straight, Amanda! (There is a languid, emerald sea, where the sole inhabitant is me — a mermaid, drifting blissfully.) (Amanda) (i) How does the poet reinforce the contrast between what the narrator wants and what Amanda desires ? 2 (ii) What tone is conveyed through the repetition of Amanda’s name in the line ? 1 (A) loving (B) instructive (C) indifferent (D) playful (iii) How does the imagery of the emerald sea with the mermaid contrast with Amanda’s actions ? 1 (iv) Select the option that applies the same rhyme scheme as the lines of the given extract. 1 (A) Sitting by the pond Waving my wand Awaiting my dearest I looked above and beyond Awaiting my love A sudden sound, fluttered the dove The crackle stopped, as so did my heart (B) Sitting by the pond Holding tight to my bond I looked above and beyond Awaiting my l"
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,8,General,"8. Answer any four of the following five questions in about 40 – 50 words each : 43=12 (i) Valli did not board the bus impulsively. Justify. (Madam Rides the Bus) (ii) Describe the changing reactions of Ink, Blink and Mustard to Custard’s bravado. (The Tale of Custard the Dragon) (iii) Why, according to Mandela, was it important to learn to hate ? (Nelson Mandela : Long Walk to Freedom) (iv) Why does the author refer to Coorg as the kingdom of heaven ? (Glimpses of India – Coorg) (v) The loss of the ball is a lesson to the boy. Elaborate. (The Ball Poem)"
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,9,General,"9. Answer any two of the following three questions in 40 – 50 words each : 23=6 (i) How do Anil’s initial reaction to Hari Singh’s cooking and his subsequent actions reflect Anil’s evolving relationship with Hari Singh ? (The Thief’s Story) (ii) The unexpected encounter with the voice in the doorway affects Horace’s burglary attempt. Elaborate. (A Question of Trust) (iii) The play, ‘The Book that Saved the Earth’, uses humour and misunderstandings between the Martians and Earthlings to explore the themes of perception and cultural differences. Comment."
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,10,Long Answer,10. Answer any one of the following two questions in 100 – 120 words : 6 (a) Comment on the reactions and feelings of Lencho and Nelson Mandela when they faced challenges in their lives. (A Letter to God and Nelson Mandela : Long Walk to Freedom) OR (b) Discuss how the writers use language to create humour in the poem ‘The Tale of Custard the Dragon’ and the play ‘The Proposal’.
2023,2,3,2-3-2_English Language and Literature.pdf,Literature,11,Long Answer,11. Answer any one of the following two questions in about 100 – 120 words : 6 (a) How did Hari Singh meet Anil ? Why did Anil forgive Hari Singh and promise to pay him regularly ? (The Thief’s Story) OR (b) What was the role of Ebright’s mother in his life ? (The Making of a Scientist)
2023,3,3,2-3-3 English L & L.pdf,Reading Comprehension,1,Comprehension,"1. Read the passage given below : Sifting through the sands of time 1 untains, skeletons of marine animals, even tiny diamonds. Sand provides a mineral treasure- -changing processes. 2 Sand : as children we play on it and as adults we relax on it. It is something we complain about when it gets in our food, and praise we would discover an account of a geological past and a history of marine life that goes back thousands and, in some cases, millions of years. 3 Sand covers not just sea-shores, but also ocean beds, deserts and mountains. It is one of the most common substances on Earth. And it is a major element in man-made items too concrete is largely sand, while glass is made of little else. 4 What exactly is sand ? Well, it is larger than fine dust and smaller than shingle. Depending on its age and origin, a particular sand can consist of tiny pebbles or porous granules. Its grain may have the shape of stars or spirals, their edges jagged or smooth. They have come from the erosion of "
2023,3,3,2-3-3 English L & L.pdf,Reading Comprehension,2,Comprehension,"2. Read the passage given below : Extraction And Purification Of Drinking Water 1 Some consumers choose to purchase bottled drinking water, rather than relying on city tap water supplies. Bottled water has typically been extracted from underground sources. If water exists underground, but has no natural exit points, bottling companies may construct a water table well by drilling down to extract water from an unconfined aquifer. This is done when th known as a water table In some cases, as with a valley or gully on a mountain, the level of the spring can emerge. Bottling companies are permitted to extract this water from a hole drilled into the underground spring, but the composition of the water must be identical to that of the naturally surfacing variety nearby. 2 Artesian water is drawn from a confined aquifer, a deep underground cavity of porous rock that holds water and bears pressure from a confining layer above it. This water can be accessed if companies drill a vertical channel "
